id,label
1065,1
1066,5
1067,4
1068,5
1069,1
1070,0
1071,2
1072,1
1073,6
1074,0
1075,6
1076,3
1077,6
1078,8
1079,8
1080,8
1081,0
1082,6
1083,8
1084,5
1085,2
1086,6
1087,2
1088,8
1089,2
1090,7
1091,1
1092,0
1093,4
1094,1
1095,9
1096,3
1097,0
1098,6
1099,4
1100,4
1101,8
1102,4
1103,0
1104,2
1105,2
1106,6
1107,4
1108,0
1109,2
1110,7
1111,9
1112,5
1113,6
1114,8
1115,8
1116,8
1117,5
1118,7
1119,7
1120,4
1121,8
1122,4
1123,2
1124,3
1125,1
1126,5
1127,8
1128,9
1129,8
1130,3
1131,7
1132,4
1133,3
1134,4
1135,5
1136,4
1137,4
1138,1
1139,0
1140,4
1141,7
1142,6
1143,8
1144,7
1145,0
1146,5
1147,7
1148,3
1149,2
1150,6
1151,8
1152,0
1153,1
1154,7
1155,8
1156,2
1157,3
1158,2
1159,2
1160,4
1161,7
1162,3
1163,6
1164,4
1165,4
1166,9
1167,7
1168,4
1169,4
1170,6
1171,9
1172,2
1173,5
1174,2
1175,4
1176,2
1177,1
1178,3
1179,4
1180,6
1181,7
1182,6
1183,0
1184,1
1185,6
1186,4
1187,1
1188,6
1189,2
1190,2
1191,7
1192,6
1193,8
1194,1
1195,8
1196,7
1197,1
1198,9
1199,7
1200,0
1201,9
1202,8
1203,1
1204,3
1205,9
1206,1
1207,9
1208,2
1209,7
1210,3
1211,2
1212,9
1213,5
1214,2
1215,5
1216,8
1217,8
1218,4
1219,8
1220,8
1221,8
1222,4
1223,2
1224,9
1225,5
1226,9
1227,1
1228,8
1229,9
1230,0
1231,4
1232,0
1233,4
1234,2
1235,3
1236,0
1237,4
1238,6
1239,5
1240,3
1241,3
1242,2
1243,1
1244,1
1245,8
1246,3
1247,6
1248,5
1249,7
1250,1
1251,3
1252,9
1253,9
1254,3
1255,1
1256,8
1257,1
1258,1
1259,5
1260,2
1261,2
1262,8
1263,2
1264,4
1265,8
1266,9
1267,9
1268,6
1269,2
1270,0
1271,5
1272,1
1273,4
1274,1
1275,1
1276,8
1277,4
1278,7
1279,9
1280,9
1281,5
1282,5
1283,5
1284,6
1285,8
1286,1
1287,7
1288,6
1289,8
1290,8
1291,8
1292,3
1293,5
1294,7
1295,5
1296,8
1297,8
1298,8
1299,9
1300,0
1301,3
1302,2
1303,7
1304,2
1305,8
1306,0
1307,8
1308,9
1309,2
1310,9
1311,3
1312,2
1313,7
1314,4
1315,1
1316,4
1317,7
1318,4
1319,2
1320,8
1321,9
1322,1
1323,3
1324,2
1325,6
1326,3
1327,0
1328,5
1329,2
1330,0
1331,0
1332,9
1333,3
1334,2
1335,7
1336,7
1337,8
1338,4
1339,6
1340,1
1341,9
1342,5
1343,1
1344,4
1345,7
1346,2
1347,2
1348,9
1349,6
1350,3
1351,7
1352,2
1353,6
1354,5
1355,4
1356,9
1357,6
1358,8
1359,9
1360,6
1361,2
1362,3
1363,3
1364,5
1365,6
1366,6
1367,2
1368,0
1369,3
1370,0
1371,7
1372,5
1373,9
1374,2
1375,3
1376,0
1377,9
1378,8
1379,2
1380,3
1381,8
1382,0
1383,8
1384,6
1385,5
1386,2
1387,0
1388,3
1389,2
1390,8
1391,9
1392,4
1393,4
1394,3
1395,6
1396,1
1397,6
1398,3
1399,8
1400,7
1401,2
1402,0
1403,0
1404,2
1405,1
1406,4
1407,8
1408,8
1409,2
1410,5
1411,6
1412,8
1413,0
1414,7
1415,7
1416,8
1417,7
1418,8
1419,5
1420,0
1421,7
1422,4
1423,9
1424,5
1425,2
1426,4
1427,3
1428,6
1429,8
1430,9
1431,0
1432,7
1433,2
1434,7
1435,7
1436,8
1437,8
1438,9
1439,3
1440,6
1441,0
1442,1
1443,5
1444,5
1445,7
1446,6
1447,7
1448,7
1449,5
1450,4
1451,7
1452,9
1453,0
1454,4
1455,0
1456,6
1457,2
1458,6
1459,0
1460,5
1461,1
1462,4
1463,1
1464,6
1465,2
1466,1
1467,3
1468,2
1469,3
1470,9
1471,5
1472,3
1473,1
1474,7
1475,3
1476,8
1477,6
1478,1
1479,7
1480,9
1481,8
1482,6
1483,1
1484,9
1485,8
1486,8
1487,7
1488,7
1489,7
1490,8
1491,9
1492,6
1493,2
1494,4
1495,5
1496,0
1497,2
1498,9
1499,3
1500,5
1501,6
1502,5
1503,6
1504,8
1505,9
1506,6
1507,7
1508,7
1509,5
1510,5
1511,3
1512,2
1513,1
1514,3
1515,0
1516,5
1517,0
1518,0
1519,9
1520,2
1521,2
1522,2
1523,8
1524,7
1525,5
1526,3
1527,7
1528,1
1529,3
1530,6
1531,3
1532,7
1533,9
1534,5
1535,0
1536,5
1537,7
1538,3
1539,4
1540,4
1541,2
1542,4
1543,7
1544,6
1545,2
1546,8
1547,4
1548,3
1549,4
1550,6
1551,6
1552,2
1553,7
1554,2
1555,5
1556,1
1557,8
1558,0
1559,4
1560,9
1561,2
1562,9
1563,8
1564,1
1565,1
1566,2
1567,8
1568,4
1569,3
1570,2
1571,4
1572,6
1573,4
1574,0
1575,8
1576,5
1577,0
1578,9
1579,1
1580,8
1581,2
1582,9
1583,1
1584,1
1585,3
1586,7
1587,2
1588,0
1589,2
1590,4
1591,9
1592,9
1593,4
1594,0
1595,7
1596,6
1597,7
1598,1
1599,0
1600,7
1601,9
1602,8
1603,7
1604,9
1605,7
1606,2
1607,4
1608,3
1609,7
1610,4
1611,0
1612,7
1613,3
1614,9
1615,7
1616,5
1617,8
1618,3
1619,3
1620,9
1621,8
1622,7
1623,3
1624,1
1625,6
1626,7
1627,6
1628,3
1629,6
1630,9
1631,9
1632,2
1633,9
1634,3
1635,5
1636,2
1637,2
1638,8
1639,2
1640,2
1641,1
1642,7
1643,7
1644,2
1645,1
1646,7
1647,6
1648,8
1649,6
1650,3
1651,6
1652,2
1653,9
1654,1
1655,6
1656,9
1657,1
1658,7
1659,5
1660,6
1661,7
1662,9
1663,7
1664,9
1665,9
1666,2
1667,3
1668,5
1669,7
1670,5
1671,2
1672,3
1673,8
1674,7
1675,1
1676,1
1677,6
1678,8
1679,3
1680,9
1681,7
1682,8
1683,8
1684,1
1685,7
1686,0
1687,3
1688,5
1689,9
1690,5
1691,4
1692,9
1693,6
1694,6
1695,8
1696,3
1697,2
1698,5
1699,4
1700,5
1701,8
1702,5
1703,3
1704,2
1705,4
1706,8
1707,7
1708,3
1709,2
1710,5
1711,4
1712,9
1713,6
1714,6
1715,9
1716,6
1717,0
1718,4
1719,6
1720,7
1721,4
1722,8
1723,4
1724,1
1725,3
1726,5
1727,5
1728,6
1729,1
1730,1
1731,9
1732,7
1733,2
1734,9
1735,0
1736,9
1737,6
1738,5
1739,9
1740,4
1741,6
1742,2
1743,4
1744,3
1745,0
1746,7
1747,5
1748,6
1749,9
1750,7
1751,0
1752,9
1753,1
1754,3
1755,6
1756,9
1757,7
1758,0
1759,5
1760,2
1761,2
1762,4
1763,6
1764,5
1765,6
1766,4
1767,0
1768,8
1769,4
1770,2
1771,0
1772,3
1773,6
1774,4
1775,0
1776,0
1777,0
1778,2
1779,0
1780,0
1781,5
1782,3
1783,7
1784,4
1785,7
1786,4
1787,5
1788,5
1789,4
1790,9
1791,9
1792,4
1793,3
1794,1
1795,5
1796,6
1797,6
1798,8
1799,7
1800,2
1801,6
1802,8
1803,6
1804,7
1805,6
1806,8
1807,6
1808,4
1809,1
1810,1
1811,8
1812,3
1813,9
1814,9
1815,9
1816,4
1817,1
1818,4
1819,8
1820,0
1821,4
1822,3
1823,3
1824,9
1825,0
1826,4
1827,0
1828,2
1829,9
1830,6
1831,8
1832,1
1833,0
1834,6
1835,5
1836,5
1837,4
1838,6
1839,3
1840,4
1841,6
1842,4
1843,3
1844,4
1845,0
1846,2
1847,1
1848,2
1849,1
1850,9
1851,4
1852,1
1853,3
1854,7
1855,7
1856,7
1857,5
1858,0
1859,2
1860,7
1861,6
1862,3
1863,3
1864,5
1865,6
1866,0
1867,8
1868,6
1869,6
1870,9
1871,2
1872,9
1873,8
1874,7
1875,8
1876,4
1877,8
1878,7
1879,0
1880,9
1881,8
1882,3
1883,3
1884,9
1885,1
1886,8
1887,2
1888,9
1889,2
1890,0
1891,0
1892,5
1893,0
1894,3
1895,7
1896,8
1897,3
1898,6
1899,0
1900,1
1901,0
1902,9
1903,7
1904,6
1905,3
1906,3
1907,1
1908,9
1909,1
1910,4
1911,0
1912,4
1913,1
1914,5
1915,1
1916,6
1917,7
1918,1
1919,1
1920,9
1921,4
1922,8
1923,0
1924,4
1925,2
1926,0
1927,1
1928,1
1929,9
1930,0
1931,9
1932,6
1933,5
1934,1
1935,8
1936,9
1937,3
1938,3
1939,3
1940,1
1941,1
1942,0
1943,5
1944,2
1945,6
1946,9
1947,4
1948,1
1949,9
1950,2
1951,3
1952,5
1953,8
1954,0
1955,1
1956,1
1957,2
1958,9
1959,1
1960,6
1961,6
1962,3
1963,2
1964,2
1965,7
1966,3
1967,4
1968,8
1969,3
1970,6
1971,1
1972,5
1973,5
1974,3
1975,0
1976,3
1977,5
1978,1
1979,6
1980,2
1981,8
1982,6
1983,3
1984,4
1985,6
1986,9
1987,1
1988,1
1989,5
1990,0
1991,6
1992,3
1993,4
1994,9
1995,3
1996,2
1997,0
1998,7
1999,4
2000,2
